v1,v2,weight
43053,554,1
43053,4427,1
1138,4258,2
1138,43053,1
36226,4258,1
36226,4419,3
36226,966,4
36226,4427,2
1145,36226,2
36609,4419,1
345,7840,1
4419,7840,5
3493,7840,2
10845,3493,5
10845,30749,2
1138,30749,1
30749,4419,2
30749,3493,1
30749,966,3
3664,966,1
20,3664,1
20,966,1
1232,862,1
862,966,1
4427,862,1
1136,4427,1
1136,966,3
1136,7663,1
31183,966,1
2998,966,2
3855,7840,1
680,812,1
106,4427,2
106,812,1
4427,812,1
812,966,6
1138,812,2
4427,514,2
866,966,2
4419,866,1
4427,866,1
34012,866,1
34012,4419,3
34012,966,5
34012,4427,1
1232,2170,3
2170,966,5
1079,1232,5
1079,2170,1
1079,966,16
1241,966,4
554,7663,8
14116,966,1
14116,438,1
1163,14116,1
1163,438,5
1138,14116,1
1138,1163,3
3493,3855,1
3855,805,2
15572,3493,1
15572,966,1
15572,438,1
15572,345,1
10845,15572,1
10845,438,13
10845,345,5
1601,966,1
1601,27961,1
1601,4423,1
1601,48054,1
1601,345,1
27961,4423,5
27961,48054,1
27961,345,2
4423,48054,2
48054,966,2
345,48054,2
4389,7840,1
4389,4427,1
1079,7840,1
1079,4427,3
1079,4389,1
3282,966,2
1079,3282,1
2050,2628,4
2050,35490,1
2050,4583,1
2050,45643,7
2050,2640,1
2050,6934,5
2050,889,1
2050,45948,1
37091,4583,1
37091,45643,2
37091,6934,2
37091,889,1
37091,45948,1
2628,37091,2
2628,9795,2
2628,966,4
2628,35490,1
2628,4583,1
2628,45643,4
2628,2640,1
2628,6934,4
2628,889,1
2628,45948,1
35490,37091,1
35490,9795,1
35490,966,2
35490,4583,1
35490,45643,1
35490,6934,1
35490,889,1
35490,45948,1
4583,9795,1
4583,966,1
4583,6934,1
4583,889,1
4583,45948,1
1413,2050,1
1413,37091,1
1413,2628,1
1413,9795,1
1413,35490,1
1413,4583,1
1413,45643,1
1413,1485,1
1413,2640,1
1413,6934,1
1413,45948,1
45643,9795,3
45643,4583,1
45643,6934,5
45643,889,1
45643,45948,2
1485,2050,1
1485,37091,1
1485,2628,1
1485,9795,1
1485,966,1
1485,35490,1
1485,4583,1
1485,45643,1
1485,2640,1
1485,6934,1
1485,889,1
1485,45948,1
2640,37091,1
2640,9795,1
2640,35490,1
2640,4583,1
2640,45643,2
2640,6934,1
2640,889,1
2640,45948,1
6934,9795,2
6934,966,5
6934,889,1
889,9795,1
45948,9795,2
45948,966,8
45948,6934,1
45948,889,1
3779,966,3
3779,554,1
3779,45643,3
3779,46556,2
45643,554,1
45643,46556,2
46556,966,2
46556,554,1
738,957,1
14947,738,2
14947,966,2
14947,7663,2
14947,528,2
14947,438,2
14947,957,1
1064,738,2
1064,14947,2
1064,966,6
1064,7663,2
1064,528,2
1064,438,3
1064,957,1
7663,957,1
528,957,1
438,957,1
957,966,1
1232,2998,1
2998,4419,1
2998,805,1
2998,3493,1
4200,7663,3
3493,4200,4
2050,438,6
2628,438,2
1138,2050,2
1138,2628,1
1138,45643,2
1138,6934,1
438,6934,3
2832,3493,1
2832,966,2
3849,4419,3
3849,966,6
3849,4200,2
3849,7663,2
358,4419,1
358,966,1
28175,358,1
28175,4419,1
28175,966,2
4419,45955,1
45955,966,1
167,45955,1
167,339,1
167,438,9
14604,4419,1
14604,45955,1
14604,966,1
14604,167,1
14604,339,1
14604,438,1
339,4419,2
339,45955,1
438,45955,1
1232,3849,3
3849,528,2
1078,45643,1
1078,438,2
2050,7663,2
2050,35493,1
2050,3493,3
35493,45643,1
35493,7663,4
35493,438,5
3493,35493,7
3493,45643,2
1232,2050,4
1232,35493,5
1232,45643,3
1462,45643,1
1462,38135,1
1462,4157,1
4423,45643,1
19660,966,1
19660,4423,1
19660,45643,1
19660,345,1
2050,4165,1
2050,48751,1
4165,966,1
4165,48751,1
4165,854,1
3493,4165,1
3493,48751,1
48751,966,2
48751,854,1
1232,4165,1
1232,48751,1
14947,4419,1
4419,528,11
1064,4419,2
1064,1232,2
1232,738,3
1232,14947,1
3493,47720,1
4200,47720,1
47720,966,1
47720,7663,1
1232,4200,4
1232,47720,1
438,47720,1
1232,1975,2
1138,1975,2
1975,966,3
1975,45643,1
1975,7663,1
1975,438,2
1232,2832,1
2832,39,1
2832,438,1
1066,4419,1
2050,555,1
2050,4146,1
2050,601,1
2050,36219,1
2628,555,1
2628,4146,1
2628,601,1
2628,36219,1
45643,555,1
45643,601,1
555,6934,1
1773,2050,1
1773,2628,1
1773,966,1
1773,45643,1
1773,555,1
1773,4146,1
1773,6934,1
1773,601,1
1773,36219,1
4146,966,3
4146,45643,1
4146,555,1
4146,6934,1
4146,601,1
601,6934,1
36219,966,1
36219,45643,1
36219,555,1
36219,4146,1
36219,6934,1
36219,601,1
3493,4240,1
4240,4419,1
4240,805,1
4240,966,1
1232,4240,1
1232,3282,1
3282,4419,1
3282,805,1
3282,3493,1
3282,4240,1
2050,3779,1
2050,39,1
2050,46556,1
3779,9795,1
3779,39,1
3779,6934,1
3779,438,2
2628,3779,1
2628,39,1
2628,46556,1
39,9795,1
39,45643,1
39,6934,1
39,46556,1
37091,3779,1
37091,39,1
37091,46556,1
117,2050,1
117,3779,1
117,2628,1
117,9795,1
117,37091,1
117,45643,1
117,6934,1
117,438,2
117,46556,1
438,9795,2
438,46556,1
46556,9795,1
46556,6934,1
3297,3493,2
3297,966,2
3297,805,1
3297,45643,1
3297,46031,1
3297,3602,1
3297,665,1
3297,988,2
2050,3297,1
2050,805,1
2050,46031,1
2050,3602,1
2050,665,1
2050,314,1
2050,988,1
3493,3602,1
45643,805,1
45643,46031,1
45643,665,2
45643,988,1
46031,805,2
46031,665,2
1232,3297,2
1232,3602,1
1232,314,1
1232,988,6
3602,966,2
3602,805,2
3602,45643,1
3602,46031,1
3602,665,1
3602,988,1
665,988,2
314,3297,1
314,805,3
314,45643,1
314,46031,1
314,3602,1
314,665,1
314,988,1
1145,4200,1
1232,872,2
1232,3720,1
3720,872,1
3720,966,7
4419,6223,1
3812,6223,1
4423,6223,1
6223,966,1
3743,6223,1
4419,50583,1
45643,50583,1
1839,4419,1
1839,966,1
1839,45643,1
1839,50583,1
18,4419,2
18,966,4
18,45643,1
18,1839,1
18,50583,1
50583,966,1
39,7840,2
537,966,2
39,537,1
3877,4419,3
3877,966,3
1201,4419,8
1201,3877,1
1201,3479,3
1201,3067,1
3479,3877,1
3067,4419,1
3067,3877,1
3067,966,1
3067,3479,1
438,7617,3
2,4071,2
2,63,5
39,4071,2
39,63,5
4071,63,2
11,4071,2
11,63,2
63,966,7
643,942,1
942,966,5
179,942,1
179,438,3
438,643,15
438,942,2
3780,643,1
3780,966,4
3780,39,1
3780,438,3
39,643,11
1128,643,1
1128,3780,1
1128,39,1
1128,438,1
1128,119,1
119,643,1
119,3780,1
119,966,2
119,39,1
119,438,1
167,7663,1
167,528,1
167,27992,1
528,554,3
1201,167,1
1201,554,3
1201,7663,4
1201,1232,6
1201,27992,1
1232,167,5
1232,27992,1
1078,167,1
1078,554,4
1078,528,3
1078,1201,2
1078,1232,4
1078,27992,1
27992,4419,1
27992,3493,1
27992,966,1
27992,554,1
27992,7663,1
27992,528,1
27992,854,1
2380,966,2
2380,554,1
2380,3819,1
2380,30749,1
2380,438,2
2380,3479,1
1202,3819,1
1202,2380,1
1202,30749,1
1202,438,1
1202,3479,1
30749,554,1
30749,3819,1
30749,438,2
30749,3479,1
3479,3819,1
1145,554,15
1145,3819,1
1145,2380,1
1145,1202,2
1145,30749,1
1145,3479,3
10845,3819,2
10845,2380,1
10845,3479,5
10845,1145,3
16716,966,5
16716,554,2
16716,4310,1
11892,966,1
11892,554,1
11892,16716,1
11892,4310,1
4310,554,1
10845,16716,1
10845,11892,1
10845,4310,2
39,554,8
11,554,4
11,44,7
11,1138,1
44,554,3
1138,44,1
27478,554,1
27478,966,1
1157,27478,1
1157,554,1
1157,966,2
96,966,1
554,96,1
554,942,1
942,96,1
345,96,1
345,942,1
1076,554,1
1145,643,6
1145,4310,1
1145,889,2
643,889,1
1232,4310,1
1232,603,16
4310,643,1
4310,889,1
603,643,5
603,889,1
14340,438,6
14340,703,1
554,703,2
1765,4419,4
1765,3493,3
1765,680,1
3493,680,1
1145,680,1
32608,4419,2
32608,4267,1
32608,7663,2
32608,528,1
4267,4419,1
1201,32608,4
1201,4267,2
1232,32608,2
1078,4267,1
1064,854,1
1064,34685,1
1232,34685,2
34685,966,2
34685,854,1
1159,643,1
1159,554,1
1159,3894,1
554,643,3
3894,643,1
3894,966,2
3894,554,1
10845,643,4
10845,1159,1
10845,3894,1
3877,554,2
1893,966,1
39,4419,12
44,4419,11
438,5316,1
5316,603,1
5316,966,1
3493,3877,1
3493,877,1
554,877,1
877,966,1
1145,877,1
1765,554,1
1765,7663,1
1765,603,2
603,7663,4
4419,643,12
4423,812,1
4423,44591,1
4423,721,2
4423,758,2
4423,45948,2
44591,812,1
44591,721,1
44591,758,1
44591,45948,1
721,812,1
721,758,1
1138,44591,1
1138,721,1
1138,4241,1
1138,4213,1
1138,45948,1
4241,4423,1
4241,812,1
4241,44591,1
4241,721,1
4241,758,1
4241,45948,1
4213,4423,1
4213,812,1
4213,44591,1
4213,721,1
4213,4241,1
4213,758,1
4213,45948,1
758,812,1
45948,812,1
45948,721,2
45948,758,1
3490,966,1
30183,3490,1
30183,345,1
1912,3490,1
1912,966,1
1912,30183,1
1912,345,1
1912,2908,1
345,3490,1
2908,3490,1
2908,966,1
2908,30183,1
2908,345,1
27512,438,1
27512,966,1
15677,27512,1
15677,438,2
15677,966,3
1912,438,1
1138,1157,1
1157,4419,1
14340,68,1
64815,68,2
15677,29583,1
29583,966,2
35122,4419,4
35122,805,1
35122,4423,2
27961,805,1
27961,35122,1
1057,2,1
1057,4419,1
1057,3493,1
1057,966,1
1057,27830,1
1057,345,1
1057,51994,1
2,27830,1
2,345,2
2,51994,1
4419,51994,1
3493,51994,1
27830,3493,1
27830,345,1
27830,51994,1
345,51994,1
51994,966,2
27616,738,1
27616,4419,1
27616,5412,1
27616,6404,1
27616,966,1
27616,4167,1
27616,35493,1
27616,425,1
27616,554,1
11488,27616,1
11488,738,1
11488,4419,1
11488,5412,1
11488,6404,1
11488,966,1
11488,4167,1
11488,35493,1
11488,425,1
11488,554,1
11488,2647,1
11488,1566,1
4419,5412,1
4419,6404,1
5412,738,1
5412,6404,1
5412,966,1
5412,554,1
6404,738,1
6404,966,1
4167,738,1
4167,4419,2
4167,5412,1
4167,6404,1
4167,966,6
4167,425,1
4167,554,1
35493,738,2
35493,4419,4
35493,5412,1
35493,6404,1
35493,4167,1
35493,425,1
35493,554,6
425,738,1
425,4419,1
425,5412,1
425,6404,1
425,966,1
425,554,1
554,738,2
554,6404,1
2647,27616,1
2647,738,2
2647,4419,1
2647,5412,1
2647,6404,1
2647,4167,1
2647,35493,2
2647,425,1
1145,27616,1
1145,11488,1
1145,738,4
1145,5412,1
1145,6404,1
1145,4167,1
1145,35493,6
1145,425,1
1145,2647,2
1145,1566,1
1566,27616,1
1566,738,1
1566,4419,1
1566,5412,1
1566,6404,1
1566,966,2
1566,4167,1
1566,35493,1
1566,425,1
1566,554,1
1566,2647,1
27535,3493,1
27535,35493,1
27535,966,1
3073,528,1
3073,3479,1
3073,924,1
3073,3493,1
3073,933,1
3073,35493,1
3073,936,1
3073,554,1
3073,438,2
3073,4419,2
3073,966,2
3073,4423,1
3073,77,1
3073,863,1
3073,870,1
3073,3177,1
3073,874,1
3073,7663,2
3073,4084,2
528,924,1
528,933,1
528,936,1
528,77,1
528,863,1
528,870,1
528,874,2
3479,528,2
3479,924,1
3479,933,1
3479,35493,1
3479,936,1
3479,4423,3
3479,77,1
3479,863,1
3479,870,1
3479,874,1
3479,7663,3
3479,4084,1
924,933,1
924,936,1
924,966,1
3493,924,1
3493,933,1
3493,936,1
3493,77,1
3493,863,1
3493,874,2
933,936,1
933,966,3
35493,528,1
35493,924,1
35493,933,1
35493,936,1
35493,4423,2
35493,77,2
35493,863,1
35493,870,1
35493,874,1
35493,4084,1
936,966,1
554,924,1
554,933,1
554,936,1
554,77,2
554,863,1
554,870,1
554,874,1
1078,3073,1
1078,3479,1
1078,924,1
1078,933,1
1078,35493,1
1078,936,1
1078,1211,1
1078,4423,1
1078,16716,1
1078,77,1
1078,2640,1
1078,1107,1
1078,1111,1
1078,863,1
1078,1124,2
1078,870,1
1078,3177,1
1078,874,1
1078,27501,1
1078,4084,1
1078,1145,1
438,924,1
438,933,2
438,936,1
438,77,2
438,863,1
438,870,4
438,874,2
1211,3073,1
1211,528,2
1211,3479,1
1211,924,1
1211,3493,2
1211,933,1
1211,35493,1
1211,936,1
1211,554,1
1211,438,1
1211,4419,1
1211,4423,1
1211,16716,1
1211,77,1
1211,2640,1
1211,1232,1
1211,863,1
1211,870,1
1211,3177,1
1211,874,1
1211,27501,1
1211,4084,1
4419,924,1
4419,933,1
4419,936,1
4419,77,1
4419,863,1
4419,870,4
4419,874,3
4423,924,1
4423,933,1
4423,936,1
4423,554,3
4423,77,1
4423,863,1
4423,870,3
4423,874,2
16716,3073,1
16716,528,2
16716,3479,1
16716,924,1
16716,3493,1
16716,933,1
16716,35493,1
16716,936,1
16716,438,2
16716,4419,3
16716,4423,1
16716,77,1
16716,2640,1
16716,863,1
16716,870,1
16716,3177,1
16716,874,1
16716,27501,1
16716,7663,4
16716,4084,1
77,924,1
77,933,1
77,936,1
77,863,1
77,870,1
77,874,1
2640,3073,1
2640,528,1
2640,3479,1
2640,924,1
2640,3493,2
2640,933,1
2640,35493,1
2640,936,1
2640,554,3
2640,438,2
2640,4423,1
2640,77,2
2640,863,1
2640,870,1
2640,3177,1
2640,874,1
2640,27501,1
2640,7663,1
2640,4084,1
1232,3073,1
1232,3479,5
1232,924,1
1232,933,1
1232,936,1
1232,16716,2
1232,77,1
1232,863,1
1232,870,2
1232,3177,1
1232,874,3
1232,27501,1
1232,4084,2
1107,3073,1
1107,528,1
1107,3479,1
1107,924,1
1107,3493,1
1107,933,1
1107,35493,1
1107,936,1
1107,438,1
1107,1211,1
1107,4423,1
1107,16716,1
1107,77,2
1107,2640,2
1107,1232,1
1107,1111,1
1107,863,1
1107,1124,1
1107,870,1
1107,3177,1
1107,874,1
1107,27501,1
1107,7663,1
1107,4084,1
1107,1145,1
1111,3073,1
1111,528,1
1111,3479,1
1111,924,1
1111,3493,1
1111,933,1
1111,35493,1
1111,936,1
1111,554,1
1111,438,1
1111,1211,1
1111,4419,1
1111,966,1
1111,4423,1
1111,16716,1
1111,77,1
1111,2640,1
1111,1232,1
1111,863,1
1111,1124,1
1111,870,1
1111,3177,1
1111,874,1
1111,27501,1
1111,7663,1
1111,4084,1
1111,1145,1
863,924,1
863,933,1
863,936,1
863,966,1
863,870,1
863,874,1
1124,3073,1
1124,3479,1
1124,924,1
1124,933,2
1124,35493,1
1124,936,1
1124,554,2
1124,1211,1
1124,16716,1
1124,77,1
1124,2640,1
1124,1232,2
1124,863,1
1124,870,3
1124,3177,1
1124,874,2
1124,27501,1
1124,4084,1
1124,1145,2
870,924,1
870,933,1
870,936,1
870,874,2
3177,528,1
3177,3479,1
3177,924,1
3177,3493,1
3177,933,1
3177,35493,1
3177,936,1
3177,554,1
3177,438,1
3177,4419,1
3177,77,1
3177,863,1
3177,870,1
3177,874,1
3177,7663,1
3177,4084,1
874,924,1
874,933,1
874,936,1
874,966,4
27501,3073,1
27501,528,1
27501,3479,1
27501,924,1
27501,3493,1
27501,933,1
27501,35493,2
27501,936,1
27501,554,1
27501,438,2
27501,4419,1
27501,966,2
27501,4423,1
27501,77,2
27501,863,1
27501,870,1
27501,3177,1
27501,874,1
27501,7663,1
27501,4084,1
7663,924,1
7663,933,2
7663,936,1
7663,77,1
7663,863,1
7663,870,2
7663,874,2
4084,528,2
4084,924,1
4084,933,1
4084,936,1
4084,554,1
4084,77,1
4084,863,1
4084,870,1
4084,874,1
1145,3073,1
1145,528,4
1145,924,1
1145,933,1
1145,936,1
1145,1211,1
1145,4423,7
1145,16716,1
1145,77,1
1145,2640,1
1145,863,1
1145,870,4
1145,3177,1
1145,874,1
1145,27501,1
1145,4084,2
35493,46031,2
35493,53,1
554,61,1
46031,554,3
46031,61,1
1232,18,2
1232,53,1
1232,2647,1
1232,61,1
18,738,1
18,35493,1
18,554,1
18,7663,1
18,46031,1
18,53,1
18,438,2
18,2647,1
18,61,1
53,738,1
53,554,2
53,7663,1
53,61,1
438,53,1
438,61,2
2647,7663,1
2647,46031,1
2647,53,1
2647,438,1
2647,61,1
1145,18,1
1145,53,1
1145,61,1
61,738,1
61,7663,1
3297,35493,1
3297,554,1
3297,7663,1
554,988,3
1232,3153,1
1232,28534,1
3153,3297,1
3153,3493,1
3153,966,3
3153,35493,1
3153,554,1
3153,7663,2
3153,988,1
116,3297,1
116,3493,5
116,966,9
116,35493,1
116,554,4
116,7663,2
116,1232,4
116,3153,1
116,28534,2
116,988,3
28534,3297,1
28534,3493,1
28534,966,2
28534,35493,1
28534,554,1
28534,7663,1
28534,3153,1
28534,988,1
1145,3297,1
1145,3153,1
1145,116,1
1145,28534,1
1145,988,1
27734,4419,2
27734,3493,2
27734,966,3
27734,35493,2
27734,554,2
1145,27734,1
1145,805,5
1145,665,1
1145,117,2
1145,29947,1
4423,46031,1
35493,805,2
35493,665,1
554,805,2
554,665,1
1232,29947,1
1138,35493,1
1138,29947,2
117,35493,1
117,554,1
117,46031,1
117,29947,1
345,46031,3
29947,805,1
29947,3493,1
29947,966,2
29947,4423,1
29947,35493,1
29947,554,1
29947,46031,1
29947,665,1
29947,345,1
34967,966,1
1201,4155,2
4155,554,1
39,872,2
39,64815,2
39,721,1
39,634,5
39,603,16
554,872,1
554,721,1
554,634,1
11,64815,1
11,721,1
11,2195,1
11,3479,2
11,27961,1
11,634,1
11,603,1
44,872,2
44,64815,1
44,721,1
44,634,1
44,603,13
45,872,1
45,554,2
45,64815,1
45,721,1
45,634,1
45,603,2
64815,872,1
64815,721,1
721,966,3
721,872,1
2195,39,2
2195,872,1
2195,554,1
2195,44,1
2195,45,1
2195,64815,1
2195,721,1
2195,438,6
2195,3479,2
2195,27961,1
2195,634,2
2195,603,1
438,721,1
438,634,1
3479,39,8
3479,872,1
3479,44,3
3479,45,2
3479,64815,2
3479,721,1
3479,634,5
3479,603,6
27961,39,2
27961,872,1
27961,554,1
27961,44,2
27961,45,1
27961,64815,1
27961,721,1
27961,438,3
27961,3479,1
27961,634,1
27961,603,1
634,872,1
634,64815,1
634,721,1
603,872,2
603,721,1
603,634,1
554,892,1
1206,966,3
1206,554,1
1206,438,2
1206,345,2
1206,603,1
1206,892,1
345,892,1
603,892,1
4258,4423,1
30183,4258,1
30183,4423,1
30183,3479,5
3479,4258,1
2,44,6
554,994,1
966,994,2
687,966,1
10818,1765,2
10818,966,3
10818,3757,1
10818,1232,2
10818,1138,2
1765,3757,1
3757,966,1
1232,3757,1
1138,1765,1
1138,3757,1
1079,10818,2
1079,1765,2
1079,3757,1
1079,1138,1
1197,966,1
1197,3541,1
1197,438,1
1197,695,1
3541,695,1
438,695,1
695,966,1
45611,805,1
45611,966,2
1138,45611,1
1138,1171,1
1171,805,2
1171,45611,1
3493,412,3
438,805,10
1014,805,2
1014,3493,1
1014,438,2
1014,121,1
1014,412,1
1014,4153,1
121,805,1
121,3493,2
121,438,1
121,412,2
121,4153,2
412,805,5
412,966,8
412,438,1
412,4153,2
4153,805,1
4153,438,1
107,805,2
3541,805,7
1462,805,1
1138,925,1
1138,143,2
925,966,1
143,925,1
143,966,3
581,966,1
3855,581,1
179,581,1
179,3855,1
179,30750,2
3541,581,1
3541,3855,1
30750,581,1
30750,966,3
30750,3855,1
30750,3541,2
3541,742,2
314,742,1
742,966,2
107,812,1
107,438,1
438,812,2
12822,3541,1
12822,966,2
587,588,1
587,966,2
588,966,2
3541,587,1
3541,588,2
41385,805,2
41385,603,1
1202,805,1
1202,41385,1
3541,41385,1
603,805,6
12822,805,1
33283,37966,1
33283,4015,1
14340,33283,1
14340,805,2
14340,37966,1
14340,4015,1
3493,37966,3
3493,4015,1
37966,805,4
37966,966,4
37966,4015,1
4015,805,1
4015,966,1
4419,559,2
559,805,2
559,966,4
179,559,1
179,412,4
412,4419,1
412,559,1
107,603,1
107,4325,1
4325,603,1
4325,966,1
216,3304,1
216,805,1
216,966,1
3304,805,1
3304,966,1
192,4419,1
192,3541,1
192,966,1
215,966,1
215,742,1
215,3541,1
1947,966,1
1947,742,1
1947,3541,1
1947,215,1
4129,42017,2
4129,579,2
4129,966,12
42017,579,2
42017,966,4
579,966,3
10564,4129,2
10564,42017,2
10564,579,3
10564,966,3
10564,1232,1
10564,3541,2
10564,30750,1
1232,4129,1
1232,42017,3
1232,579,1
1232,30750,1
3541,4129,2
3541,42017,2
3541,579,2
30750,4129,1
30750,42017,1
30750,579,1
10400,18,1
10400,966,1
10400,39,1
18,39,1
2090,33379,1
2090,4291,1
33379,4291,1
4419,935,1
4419,941,1
4419,974,2
4419,53,1
1125,4419,1
1125,966,1
1125,935,1
1125,30183,1
1125,12,1
1125,941,1
1125,974,1
1125,4176,1
1125,53,1
966,974,6
935,966,1
935,941,1
935,974,1
30183,935,1
30183,941,1
30183,974,2
30183,4176,1
30183,53,2
12,4419,1
12,966,1
12,935,1
12,30183,1
12,941,1
12,974,1
12,4176,1
12,53,1
941,966,1
941,974,1
4176,4419,1
4176,966,2
4176,935,1
4176,941,1
4176,974,1
4176,53,1
53,935,1
53,941,1
53,974,1
4419,5564,1
14340,4419,5
14340,41385,1
14340,2203,1
14340,5564,1
41385,5564,1
1232,14340,7
1232,41385,3
1232,2203,1
1232,5564,1
2203,4419,1
2203,966,1
2203,41385,1
2203,5564,1
5564,966,1
4419,908,1
4419,5877,1
43267,4419,1
43267,966,1
43267,4427,1
43267,908,1
43267,5877,1
4427,908,1
4427,5877,2
908,966,1
1232,43267,1
1232,908,1
1232,5877,1
5877,966,2
5877,908,1
1928,3720,4
1928,34824,4
1928,911,4
1928,2836,4
1928,3479,4
1928,39,4
1928,41385,4
1928,66874,4
1928,6332,4
1928,4419,3
1928,966,6
1928,34012,4
1928,30183,4
1928,58999,4
1928,47992,4
1928,634,4
3720,911,4
3720,39,4
3720,41385,4
3720,66874,4
3720,6332,4
3720,4419,2
3720,58999,4
3720,47992,4
3720,634,4
34824,3720,4
34824,911,4
34824,39,4
34824,41385,4
34824,66874,4
34824,6332,4
34824,4419,2
34824,966,4
34824,58999,4
34824,47992,4
34824,634,4
911,966,4
2836,3720,4
2836,34824,4
2836,911,4
2836,3479,4
2836,39,4
2836,41385,4
2836,66874,4
2836,6332,4
2836,34012,4
2836,30183,4
2836,58999,4
2836,47992,4
3479,3720,4
3479,34824,4
3479,911,4
3479,41385,4
3479,66874,4
3479,6332,4
3479,58999,4
3479,47992,4
39,911,4
39,41385,5
39,66874,4
39,6332,4
39,58999,4
39,47992,4
41385,911,4
41385,66874,4
41385,6332,4
41385,58999,4
41385,47992,4
41385,634,5
1079,1928,4
1079,3720,4
1079,34824,4
1079,911,4
1079,2836,4
1079,3479,4
1079,39,5
1079,41385,4
1079,66874,4
1079,6332,4
1079,4419,2
1079,1356,4
1079,1617,1
1079,34012,4
1079,30183,4
1079,58999,4
1079,47992,4
1079,634,4
66874,911,4
6332,911,4
6332,66874,4
6332,966,4
6332,634,4
4419,911,2
4419,66874,2
4419,6332,2
4419,58999,2
4419,47992,2
1356,1928,4
1356,3720,4
1356,34824,4
1356,911,4
1356,2836,4
1356,3479,4
1356,39,4
1356,41385,5
1356,66874,4
1356,6332,4
1356,4419,3
1356,966,5
1356,1617,1
1356,34012,4
1356,30183,4
1356,58999,4
1356,47992,4
1356,634,5
1617,1928,1
1617,3720,1
1617,34824,1
1617,911,1
1617,2836,1
1617,3479,1
1617,39,1
1617,41385,1
1617,66874,1
1617,6332,1
1617,4419,1
1617,966,1
1617,34012,1
1617,30183,1
1617,58999,1
1617,47992,1
1617,634,1
34012,3720,4
34012,34824,4
34012,911,4
34012,3479,4
34012,39,4
34012,41385,4
34012,66874,4
34012,6332,4
34012,58999,4
34012,47992,4
34012,634,4
30183,3720,4
30183,34824,4
30183,911,4
30183,39,4
30183,41385,4
30183,66874,4
30183,6332,4
30183,34012,4
30183,58999,4
30183,47992,4
30183,634,4
58999,911,4
58999,66874,4
58999,6332,4
58999,966,4
58999,634,4
47992,911,4
47992,66874,4
47992,6332,4
47992,966,4
47992,58999,4
47992,634,4
634,911,4
634,66874,4
1079,14164,1
1356,14164,1
14164,1928,1
14164,3720,1
14164,34824,1
14164,911,1
14164,2836,1
14164,3479,1
14164,39,1
14164,41385,1
14164,66874,1
14164,6332,1
14164,4419,1
14164,966,1
14164,34012,1
14164,30183,1
14164,58999,1
14164,47992,1
14164,634,1
16716,2094,1
2094,966,1
2094,7663,1
1232,2094,1
1928,53,1
3720,53,1
34824,53,1
2836,53,1
3479,53,1
41385,53,1
53,911,1
53,66874,1
53,6332,1
53,58999,1
53,634,1
1079,53,1
1356,53,1
34012,53,1
47992,53,1
2747,3541,1
2747,966,4
2747,41039,1
3541,41039,1
41039,966,1
1138,2195,1
1138,30616,1
2195,4427,1
2195,3541,1
2195,30616,1
2195,345,3
3479,3541,1
30616,966,1
30616,4427,1
30616,7663,1
30616,3541,1
30616,438,1
30616,3479,1
30616,345,1
345,44510,1
345,4399,1
44510,966,1
4399,966,3
4399,44510,1
54285,966,1
28175,528,2
28175,4630,1
28175,8218,1
28175,539,1
28175,46108,1
28175,52254,1
28175,4133,1
28175,4136,1
28175,4137,1
28175,4145,1
28175,4148,1
28175,4155,1
28175,4156,1
28175,4160,1
28175,4163,1
28175,4169,1
28175,4170,1
28175,4172,1
28175,3149,1
28175,32846,1
28175,31313,1
28175,4181,1
28175,4184,1
28175,3161,1
28175,3174,1
28175,4204,1
28175,4211,1
28175,6268,1
28175,39037,1
28175,638,1
28175,4228,1
28175,50822,1
28175,4232,1
28175,4233,1
28175,4245,1
28175,4246,1
28175,4251,1
28175,7838,1
28175,4257,1
28175,677,1
28175,29863,1
28175,4273,1
28175,4284,1
28175,4287,1
28175,41154,1
28175,44744,1
28175,4296,1
28175,4311,1
28175,738,2
28175,29415,1
28175,9965,1
28175,758,1
28175,3846,1
28175,3855,1
28175,2836,1
28175,29986,1
28175,5934,1
28175,4423,1
28175,35145,1
28175,4427,1
28175,43864,1
28175,345,2
28175,34652,1
28175,56686,1
28175,900,1
28175,37783,1
28175,34210,1
28175,951,1
28175,963,1
28175,3012,1
28175,9158,1
28175,981,1
28175,66026,1
528,8218,1
528,539,1
528,6268,1
528,638,1
528,7838,1
528,677,1
528,9965,1
528,758,1
528,5934,1
528,56686,1
528,900,1
528,951,1
528,963,1
528,9158,1
528,981,1
528,66026,1
4630,528,1
4630,8218,1
4630,539,1
4630,52254,1
4630,6268,1
4630,638,1
4630,50822,1
4630,7838,1
4630,677,1
4630,738,1
4630,9965,1
4630,758,1
4630,5934,1
4630,56686,1
4630,900,1
4630,951,1
4630,963,1
4630,9158,1
4630,981,1
4630,66026,1
8218,9965,1
8218,900,1
8218,951,1
8218,963,1
8218,9158,1
8218,981,1
539,8218,1
539,6268,1
539,638,1
539,7838,1
539,677,1
539,738,1
539,9965,1
539,758,1
539,5934,1
539,56686,1
539,900,1
539,951,1
539,963,1
539,9158,1
539,981,1
539,66026,1
46108,528,1
46108,4630,1
46108,8218,1
46108,539,1
46108,52254,1
46108,6268,1
46108,638,1
46108,50822,1
46108,7838,1
46108,677,1
46108,738,1
46108,9965,1
46108,758,1
46108,5934,1
46108,56686,1
46108,900,1
46108,951,1
46108,963,1
46108,9158,1
46108,981,1
46108,66026,1
52254,528,1
52254,8218,1
52254,539,1
