v1,v2,weight
52254,6268,1
52254,638,1
52254,7838,1
52254,677,1
52254,738,1
52254,9965,1
52254,758,1
52254,5934,1
52254,56686,1
52254,900,1
52254,951,1
52254,963,1
52254,9158,1
52254,981,1
52254,66026,1
4133,528,1
4133,4630,1
4133,8218,1
4133,539,1
4133,46108,1
4133,52254,1
4133,4136,1
4133,4137,1
4133,4145,1
4133,4148,1
4133,4155,1
4133,4156,1
4133,4160,1
4133,4163,1
4133,4169,1
4133,4170,1
4133,4172,1
4133,4181,1
4133,4184,1
4133,4204,1
4133,4211,1
4133,6268,1
4133,638,1
4133,4228,1
4133,50822,1
4133,4232,1
4133,4233,1
4133,4245,1
4133,4246,1
4133,4251,1
4133,7838,1
4133,4257,1
4133,677,1
4133,4273,1
4133,4284,1
4133,4287,1
4133,44744,1
4133,4296,1
4133,4311,1
4133,738,1
4133,9965,1
4133,758,1
4133,5934,1
4133,4423,1
4133,4427,1
4133,43864,1
4133,56686,1
4133,900,1
4133,951,1
4133,963,1
4133,9158,1
4133,981,1
4133,66026,1
4136,528,1
4136,4630,1
4136,8218,1
4136,539,1
4136,46108,1
4136,52254,1
4136,4137,1
4136,4145,1
4136,4148,1
4136,4155,1
4136,4156,1
4136,4160,1
4136,4163,1
4136,4169,1
4136,4170,1
4136,4172,1
4136,4181,1
4136,4184,1
4136,4204,1
4136,4211,1
4136,6268,1
4136,638,1
4136,4228,1
4136,50822,1
4136,4232,1
4136,4233,1
4136,4245,1
4136,4246,1
4136,4251,1
4136,7838,1
4136,4257,1
4136,677,1
4136,4273,1
4136,4284,1
4136,4287,1
4136,44744,1
4136,4296,1
4136,4311,1
4136,738,1
4136,9965,1
4136,758,1
4136,5934,1
4136,4423,1
4136,4427,1
4136,43864,1
4136,56686,1
4136,900,1
4136,951,1
4136,963,1
4136,9158,1
4136,981,1
4136,66026,1
4137,528,1
4137,4630,1
4137,8218,1
4137,539,1
4137,46108,1
4137,52254,1
4137,4145,1
4137,4148,1
4137,4155,1
4137,4156,1
4137,4160,1
4137,4163,1
4137,4169,1
4137,4170,1
4137,4172,1
4137,4181,1
4137,4184,1
4137,4204,1
4137,4211,1
4137,6268,1
4137,638,1
4137,4228,1
4137,50822,1
4137,4232,1
4137,4233,1
4137,4245,1
4137,4246,1
4137,4251,1
4137,7838,1
4137,4257,1
4137,677,1
4137,4273,1
4137,4284,1
4137,4287,1
4137,44744,1
4137,4296,1
4137,4311,1
4137,738,1
4137,9965,1
4137,758,1
4137,5934,1
4137,4423,1
4137,4427,1
4137,43864,1
4137,56686,1
4137,900,1
4137,951,1
4137,963,1
4137,9158,1
4137,981,1
4137,66026,1
2090,28175,1
2090,528,1
2090,4630,1
2090,8218,1
2090,539,1
2090,46108,1
2090,52254,1
2090,4133,1
2090,4136,1
2090,4137,1
2090,4145,1
2090,4148,1
2090,4155,1
2090,4156,1
2090,4160,1
2090,4163,1
2090,4169,1
2090,4170,1
2090,4172,1
2090,3149,1
2090,32846,1
2090,31313,1
2090,4181,1
2090,4184,1
2090,3161,1
2090,3174,1
2090,4204,1
2090,4211,1
2090,6268,1
2090,39037,1
2090,638,1
2090,4228,1
2090,50822,1
2090,4232,1
2090,4233,1
2090,4245,1
2090,4246,1
2090,4251,1
2090,7838,1
2090,4257,1
2090,677,1
2090,29863,1
2090,4273,1
2090,4284,1
2090,4287,1
2090,41154,1
2090,44744,1
2090,4296,1
2090,2253,1
2090,2257,1
2090,4311,1
2090,738,1
2090,29415,1
2090,9965,1
2090,758,1
2090,3846,1
2090,3855,1
2090,2836,1
2090,2335,1
2090,29986,1
2090,5934,1
2090,4423,1
2090,35145,1
2090,4427,1
2090,2389,1
2090,43864,1
2090,345,1
2090,34652,1
2090,56686,1
2090,900,1
2090,37783,1
2090,34210,1
2090,951,1
2090,963,1
2090,3012,1
2090,9158,1
2090,981,1
2090,66026,1
4145,528,1
4145,4630,1
4145,8218,1
4145,539,1
4145,46108,1
4145,52254,1
4145,4148,1
4145,4155,1
4145,4156,1
4145,4160,1
4145,4163,1
4145,4169,1
4145,4170,1
4145,4172,1
4145,4181,1
4145,4184,1
4145,4204,1
4145,4211,1
4145,6268,1
4145,638,1
4145,4228,1
4145,50822,1
4145,4232,1
4145,4233,1
4145,4245,1
4145,4246,1
4145,4251,1
4145,7838,1
4145,4257,1
4145,677,1
4145,4273,1
4145,4284,1
4145,4287,1
4145,44744,1
4145,4296,1
4145,4311,1
4145,738,1
4145,9965,1
4145,758,1
4145,5934,1
4145,4423,3
4145,4427,1
4145,43864,1
4145,56686,1
4145,900,1
4145,951,1
4145,963,1
4145,9158,1
4145,981,1
4145,66026,1
4148,528,1
4148,4630,1
4148,8218,1
4148,539,1
4148,46108,1
4148,52254,1
4148,4155,1
4148,4156,1
4148,4160,1
4148,4163,1
4148,4169,1
4148,4170,1
4148,4172,1
4148,4181,1
4148,4184,1
4148,4204,1
4148,4211,1
4148,6268,1
4148,638,1
4148,4228,1
4148,50822,1
4148,4232,1
4148,4233,1
4148,4245,1
4148,4246,1
4148,4251,1
4148,7838,1
4148,4257,1
4148,677,1
4148,4273,1
4148,4284,1
4148,4287,1
4148,44744,1
4148,4296,1
4148,4311,1
4148,738,1
4148,9965,1
4148,758,1
4148,5934,1
4148,4423,1
4148,4427,1
4148,43864,1
4148,56686,1
4148,900,1
4148,951,1
4148,963,1
4148,9158,1
4148,981,1
4148,66026,1
4155,4630,1
4155,8218,1
4155,539,1
4155,46108,1
4155,52254,1
4155,4156,1
4155,4160,1
4155,4163,1
4155,4169,1
4155,4170,1
4155,4172,1
4155,4181,1
4155,4184,1
4155,4204,1
4155,4211,1
4155,6268,1
4155,638,1
4155,4228,1
4155,50822,1
4155,4232,1
4155,4233,1
4155,4245,1
4155,4246,1
4155,4251,1
4155,7838,1
4155,4257,1
4155,677,1
4155,4273,1
4155,4284,1
4155,4287,1
4155,44744,1
4155,4296,1
4155,4311,1
4155,738,1
4155,9965,1
4155,758,1
4155,5934,1
4155,4423,1
4155,4427,1
4155,43864,1
4155,56686,1
4155,900,1
4155,951,1
4155,963,1
4155,9158,1
4155,981,1
4155,66026,1
4156,528,1
4156,4630,1
4156,8218,1
4156,539,1
4156,46108,1
4156,52254,1
4156,4160,1
4156,4163,1
4156,4169,1
4156,4170,1
4156,4172,1
4156,4181,1
4156,4184,1
4156,4204,1
4156,4211,1
4156,6268,1
4156,638,1
4156,4228,1
4156,50822,1
4156,4232,1
4156,4233,1
4156,4245,1
4156,4246,1
4156,4251,1
4156,7838,1
4156,4257,1
4156,677,1
4156,4273,1
4156,4284,1
4156,4287,1
4156,44744,1
4156,4296,1
4156,4311,1
4156,738,1
4156,9965,1
4156,758,1
4156,5934,1
4156,4423,1
4156,4427,1
4156,43864,1
4156,56686,1
4156,900,1
4156,951,1
4156,963,1
4156,9158,1
4156,981,1
4156,66026,1
4160,528,1
4160,4630,1
4160,8218,1
4160,539,1
4160,46108,1
4160,52254,1
4160,4163,1
4160,4169,1
4160,4170,1
4160,4172,1
4160,4181,1
4160,4184,1
4160,4204,1
4160,4211,1
4160,6268,1
4160,638,1
4160,4228,1
4160,50822,1
4160,4232,1
4160,4233,1
4160,4245,1
4160,4246,1
4160,4251,1
4160,7838,1
4160,4257,1
4160,677,1
4160,4273,1
4160,4284,1
4160,4287,1
4160,44744,1
4160,4296,1
4160,4311,1
4160,738,1
4160,9965,1
4160,758,1
4160,5934,1
4160,4423,1
4160,4427,1
4160,43864,1
4160,56686,1
4160,900,1
4160,951,1
4160,963,1
4160,9158,1
4160,981,1
4160,66026,1
11841,28175,1
11841,528,1
11841,4630,1
11841,8218,1
11841,539,1
11841,46108,1
11841,52254,1
11841,4133,1
11841,4136,1
11841,4137,1
11841,2090,1
11841,4145,1
11841,4148,1
11841,4155,1
11841,4156,1
11841,4160,1
11841,4163,1
11841,4169,1
11841,4170,1
11841,4172,1
11841,3149,1
11841,32846,1
11841,31313,1
11841,4181,1
11841,4184,1
11841,3161,1
11841,3174,1
11841,4204,1
11841,4211,1
11841,6268,1
11841,39037,1
11841,638,1
11841,1667,1
11841,4228,1
11841,50822,1
11841,4232,1
11841,4233,1
11841,1678,1
11841,4245,1
11841,4246,1
11841,1690,1
11841,4251,1
11841,7838,1
11841,4257,1
11841,677,1
11841,1190,1
11841,29863,1
11841,1195,1
11841,177,1
11841,4273,1
11841,4284,1
11841,188,1
11841,4287,1
11841,41154,1
11841,44744,1
11841,4296,1
11841,2253,1
11841,1232,1
11841,2257,1
11841,1749,1
11841,4311,1
11841,1248,1
11841,738,1
11841,29415,1
11841,9965,1
11841,1777,1
11841,758,1
11841,3846,1
11841,3855,1
11841,1809,1
11841,2836,1
11841,2335,1
11841,29986,1
11841,5934,1
11841,4423,1
11841,35145,1
11841,4427,1
11841,1357,1
11841,2389,1
11841,43864,1
11841,345,1
11841,34652,1
11841,56686,1
11841,1395,1
11841,1400,1
11841,900,1
11841,1413,1
11841,37783,1
11841,18844,1
11841,34210,1
11841,951,1
11841,1465,1
11841,963,1
11841,3012,1
11841,9158,1
11841,981,1
11841,1511,1
11841,66026,1
4163,528,1
4163,4630,1
4163,8218,1
4163,539,1
4163,46108,1
4163,52254,1
4163,4169,1
4163,4170,1
4163,4172,1
4163,4181,1
4163,4184,1
4163,4204,1
4163,4211,1
4163,6268,1
4163,638,1
4163,4228,1
4163,50822,1
4163,4232,1
4163,4233,1
4163,4245,1
4163,4246,1
4163,4251,1
4163,7838,1
4163,4257,1
4163,677,1
4163,4273,1
4163,4284,1
4163,4287,1
4163,44744,1
4163,4296,1
4163,4311,1
4163,738,1
4163,9965,1
4163,758,1
4163,5934,1
4163,4423,1
4163,4427,1
4163,43864,1
4163,56686,1
4163,900,1
4163,951,1
4163,963,1
4163,9158,1
4163,981,1
4163,66026,1
4169,528,1
4169,4630,1
4169,8218,1
4169,539,1
4169,46108,1
4169,52254,1
4169,4170,1
4169,4172,1
4169,4181,1
4169,4184,1
4169,4204,1
4169,4211,1
4169,6268,1
4169,638,1
4169,4228,1
4169,50822,1
4169,4232,1
4169,4233,1
4169,4245,1
4169,4246,1
4169,4251,1
4169,7838,1
4169,4257,1
4169,677,1
4169,4273,1
4169,4284,1
4169,4287,1
4169,44744,1
4169,4296,1
4169,4311,1
4169,738,1
4169,9965,1
4169,758,1
4169,5934,1
4169,4423,1
4169,4427,1
4169,43864,1
4169,56686,1
4169,900,1
4169,951,1
4169,963,1
4169,9158,1
4169,981,1
4169,66026,1
4170,528,1
4170,4630,1
4170,8218,1
4170,539,1
4170,46108,1
4170,52254,1
4170,4172,1
4170,4181,1
4170,4184,1
4170,4204,1
4170,4211,1
4170,6268,1
4170,638,1
4170,4228,1
4170,50822,1
4170,4232,1
4170,4233,1
4170,4245,1
4170,4246,1
4170,4251,1
4170,7838,1
4170,4257,1
4170,677,1
4170,4273,1
4170,4284,1
4170,4287,1
4170,44744,1
4170,4296,1
4170,4311,1
4170,738,1
4170,9965,1
4170,758,1
4170,5934,1
4170,4423,1
4170,4427,1
4170,43864,1
4170,56686,1
4170,900,1
4170,951,1
4170,963,1
4170,9158,1
4170,981,1
4170,66026,1
4172,528,1
4172,4630,1
4172,8218,1
4172,539,1
4172,46108,1
4172,52254,1
4172,4181,1
4172,4184,1
4172,4204,1
4172,4211,1
4172,6268,1
4172,638,1
4172,4228,1
4172,50822,1
4172,4232,1
4172,4233,1
4172,4245,1
4172,4246,1
4172,4251,1
4172,7838,1
4172,4257,1
4172,677,1
4172,4273,1
4172,4284,1
4172,4287,1
4172,44744,1
4172,4296,1
4172,4311,1
4172,738,1
4172,9965,1
4172,758,1
4172,5934,1
4172,4423,1
4172,4427,1
4172,43864,1
4172,56686,1
4172,900,1
4172,951,1
4172,963,1
4172,9158,1
4172,981,1
4172,66026,1
3149,528,1
3149,4630,1
3149,8218,1
3149,539,1
3149,46108,1
3149,52254,1
3149,4133,1
3149,4136,1
3149,4137,1
3149,4145,1
3149,4148,1
3149,4155,1
3149,4156,1
3149,4160,1
3149,4163,1
3149,4169,1
3149,4170,1
3149,4172,1
3149,32846,1
3149,4181,1
3149,4184,1
3149,3161,1
3149,3174,1
3149,4204,1
3149,4211,1
3149,6268,1
3149,39037,1
3149,638,1
3149,4228,1
3149,50822,1
3149,4232,1
3149,4233,1
3149,4245,1
3149,4246,1
3149,4251,1
3149,7838,1
3149,4257,1
3149,677,1
3149,4273,1
3149,4284,1
3149,4287,1
3149,41154,1
3149,44744,1
3149,4296,1
3149,4311,1
3149,738,1
3149,9965,1
3149,758,1
3149,3846,1
3149,3855,1
3149,5934,1
3149,4423,1
3149,35145,1
3149,4427,1
3149,43864,1
3149,345,1
3149,34652,1
3149,56686,1
3149,900,1
3149,37783,1
3149,34210,1
3149,951,1
3149,963,1
3149,9158,1
3149,981,1
3149,66026,1
32846,528,1
32846,4630,1
32846,8218,1
32846,539,1
32846,46108,1
32846,52254,1
32846,4133,1
32846,4136,1
32846,4137,1
32846,4145,1
32846,4148,1
32846,4155,1
32846,4156,1
32846,4160,1
32846,4163,1
32846,4169,1
32846,4170,1
32846,4172,1
32846,4181,1
32846,4184,1
32846,4204,1
32846,4211,1
32846,6268,1
32846,39037,1
32846,638,1
32846,4228,1
32846,50822,1
32846,4232,1
32846,4233,1
32846,4245,1
32846,4246,1
32846,4251,1
32846,7838,1
32846,4257,1
32846,677,1
32846,4273,1
32846,4284,1
32846,4287,1
32846,41154,1
32846,44744,1
32846,4296,1
32846,4311,1
32846,738,1
32846,9965,1
32846,758,1
32846,3846,1
32846,3855,1
32846,5934,1
32846,4423,1
32846,35145,1
32846,4427,1
32846,43864,1
32846,345,1
32846,34652,1
32846,56686,1
32846,900,1
32846,37783,1
32846,34210,1
32846,951,1
32846,963,1
32846,9158,1
32846,981,1
32846,66026,1
31313,528,1
31313,4630,1
31313,8218,1
31313,539,1
31313,46108,1
31313,52254,1
31313,4133,1
31313,4136,1
31313,4137,1
31313,4145,1
31313,4148,1
31313,4155,1
31313,4156,1
31313,4160,1
31313,4163,1
31313,4169,1
31313,4170,1
31313,4172,1
31313,3149,1
31313,32846,1
31313,4181,1
31313,4184,1
31313,3161,1
31313,3174,1
31313,4204,1
31313,4211,1
31313,6268,1
31313,39037,1
31313,638,1
31313,4228,1
31313,50822,1
31313,4232,1
31313,4233,1
31313,4245,1
31313,4246,1
31313,4251,1
31313,7838,1
31313,4257,1
31313,677,1
31313,4273,1
31313,4284,1
31313,4287,1
31313,41154,1
31313,44744,1
31313,4296,1
31313,4311,1
31313,738,1
31313,9965,1
31313,758,1
31313,3846,1
31313,3855,1
31313,5934,1
31313,4423,1
31313,35145,1
31313,4427,1
31313,43864,1
31313,345,1
31313,34652,1
31313,56686,1
31313,900,1
31313,37783,1
31313,34210,1
31313,951,1
31313,963,1
31313,9158,1
31313,981,1
31313,66026,1
4181,528,1
4181,4630,1
4181,8218,1
4181,539,1
4181,46108,1
4181,52254,1
4181,4184,1
4181,4204,1
4181,4211,1
4181,6268,1
4181,638,1
4181,4228,1
4181,50822,1
4181,4232,1
4181,4233,1
4181,4245,1
4181,4246,1
4181,4251,1
4181,7838,1
4181,4257,1
4181,677,1
4181,4273,1
4181,4284,1
4181,4287,1
4181,44744,1
4181,4296,1
4181,4311,1
4181,738,1
4181,9965,1
4181,758,1
4181,5934,1
4181,4423,1
4181,4427,1
4181,43864,1
4181,56686,1
4181,900,1
4181,951,1
4181,963,1
4181,9158,1
4181,981,1
4181,66026,1
4184,528,1
4184,4630,1
4184,8218,1
4184,539,1
4184,46108,1
4184,52254,1
4184,4204,1
4184,4211,1
4184,6268,1
4184,638,1
4184,4228,1
4184,50822,1
4184,4232,1
4184,4233,1
4184,4245,1
4184,4246,1
4184,4251,1
4184,7838,1
4184,4257,1
4184,677,1
4184,4273,1
4184,4284,1
4184,4287,1
4184,44744,1
4184,4296,1
4184,4311,1
4184,738,1
4184,9965,1
4184,758,1
4184,5934,1
4184,4423,1
4184,4427,1
4184,43864,1
4184,56686,1
4184,900,1
4184,951,1
4184,963,1
4184,9158,1
4184,981,1
4184,66026,1
3161,528,1
3161,4630,1
3161,8218,1
3161,539,1
3161,46108,1
3161,52254,1
3161,4133,1
3161,4136,1
3161,4137,1
3161,4145,1
3161,4148,1
3161,4155,1
3161,4156,1
3161,4160,1
3161,4163,1
3161,4169,1
3161,4170,1
3161,4172,1
3161,32846,1
3161,4181,1
3161,4184,1
3161,3174,1
3161,4204,1
3161,4211,1
3161,6268,1
3161,39037,1
3161,638,1
3161,4228,1
3161,50822,1
3161,4232,1
3161,4233,1
3161,4245,1
3161,4246,1
3161,4251,1
3161,7838,1
3161,4257,1
3161,677,1
3161,4273,1
3161,4284,1
3161,4287,1
3161,41154,1
3161,44744,1
3161,4296,1
3161,4311,1
3161,738,1
3161,9965,1
3161,758,1
3161,3846,1
3161,3855,1
3161,5934,1
3161,4423,1
3161,35145,1
3161,4427,1
3161,43864,1
3161,345,1
3161,34652,1
3161,56686,1
3161,900,1
3161,37783,1
3161,34210,1
3161,951,1
3161,963,1
3161,9158,1
3161,981,1
3161,66026,1
1124,28175,1
1124,4630,1
1124,8218,1
1124,539,1
1124,46108,1
1124,52254,1
1124,4133,1
1124,4136,1
1124,4137,1
1124,2090,1
1124,4145,1
1124,4148,1
1124,4155,1
1124,4156,1
1124,4160,1
1124,11841,1
1124,4163,1
1124,4169,1
1124,4170,1
1124,4172,1
1124,3149,1
1124,32846,1
1124,31313,1
1124,4181,1
1124,4184,1
1124,3161,1
1124,3174,1
1124,1130,1
1124,4204,1
1124,4211,1
1124,6268,1
1124,39037,1
1124,638,1
1124,1667,1
1124,4228,1
1124,50822,1
1124,4232,1
1124,4233,1
1124,1678,1
1124,4245,1
1124,4246,1
1124,1177,1
1124,1690,1
1124,4251,1
1124,7838,1
1124,4257,1
1124,677,1
1124,1190,1
1124,29863,1
1124,1195,1
1124,177,1
1124,4273,1
1124,4284,1
1124,188,1
1124,4287,1
1124,41154,1
1124,44744,1
1124,4296,1
1124,2253,1
1124,2257,1
1124,1749,1
1124,4311,1
1124,1248,1
1124,29415,1
1124,9965,1
1124,1777,1
1124,758,1
1124,3846,1
1124,3855,1
1124,1809,1
1124,2836,1
1124,2335,1
1124,29986,1
1124,5934,1
1124,35145,1
1124,4427,2
1124,1357,1
1124,2389,1
1124,43864,1
1124,345,1
1124,34652,1
1124,56686,1
1124,1395,1
1124,1400,1
1124,900,1
1124,1413,1
1124,37783,1
1124,18844,1
1124,34210,1
1124,951,1
1124,1465,1
1124,963,1
1124,3012,1
1124,9158,1
1124,981,1
1124,1511,1
1124,66026,1
3174,528,1
3174,4630,1
3174,8218,1
3174,539,1
3174,46108,1
3174,52254,1
3174,4133,1
3174,4136,1
3174,4137,1
3174,4145,1
3174,4148,1
3174,4155,1
3174,4156,1
3174,4160,1
3174,4163,1
3174,4169,1
3174,4170,1
3174,4172,1
3174,32846,1
3174,4181,1
3174,4184,1
3174,4204,1
3174,4211,1
3174,6268,1
3174,39037,1
3174,638,1
3174,4228,1
3174,50822,1
3174,4232,1
3174,4233,1
3174,4245,1
3174,4246,1
3174,4251,1
3174,7838,1
3174,4257,1
3174,677,1
3174,4273,1
3174,4284,1
3174,4287,1
3174,41154,1
3174,44744,1
3174,4296,1
3174,4311,1
3174,738,1
3174,9965,1
3174,758,1
3174,3846,1
3174,3855,1
3174,5934,1
3174,4423,1
3174,35145,1
3174,4427,1
3174,43864,1
3174,345,1
3174,34652,1
3174,56686,1
3174,900,1
3174,37783,1
3174,34210,1
3174,951,1
3174,963,1
3174,9158,1
3174,981,1
3174,66026,1
1130,28175,1
1130,528,1
1130,4630,1
1130,8218,1
1130,539,1
1130,46108,1
1130,52254,1
1130,4133,1
1130,4136,1
1130,4137,1
1130,2090,1
1130,4145,1
1130,4148,1
1130,4155,1
1130,4156,1
1130,4160,1
1130,11841,1
1130,4163,1
1130,4169,1
1130,4170,1
1130,4172,1
1130,3149,1
1130,32846,1
1130,31313,1
1130,4181,1
1130,4184,1
1130,3161,1
1130,3174,1
1130,4204,1
1130,4211,1
1130,6268,1
1130,39037,1
1130,638,1
1130,1667,1
1130,4228,1
1130,50822,1
1130,4232,1
1130,4233,1
1130,1678,1
1130,4245,1
1130,4246,1
1130,1177,1
1130,1690,1
1130,4251,1
1130,7838,1
1130,4257,1
1130,677,1
1130,1190,1
1130,29863,1
1130,1195,1
1130,177,1
1130,4273,1
1130,4284,1
1130,188,1
1130,4287,1
1130,41154,1
1130,44744,1
1130,4296,1
1130,2253,1
1130,1232,1
1130,2257,1
1130,1749,1
1130,4311,1
1130,1248,1
1130,738,1
1130,29415,1
1130,9965,1
1130,1777,1
1130,758,1
1130,3846,1
1130,3855,1
1130,1809,1
1130,2836,1
1130,2335,1
1130,29986,1
1130,5934,1
1130,4423,1
1130,35145,1
1130,4427,1
1130,1357,1
1130,2389,1
1130,43864,1
1130,345,1
1130,34652,1
1130,56686,1
1130,1395,1
1130,1400,1
1130,900,1
1130,1413,1
1130,37783,1
1130,18844,1
1130,34210,1
1130,951,1
1130,1465,1
1130,963,1
1130,3012,1
1130,9158,1
1130,981,1
1130,1511,1
1130,66026,1
4204,528,1
4204,4630,1
4204,8218,1
4204,539,1
4204,46108,1
4204,52254,1
4204,4211,1
4204,6268,1
4204,638,1
4204,4228,1
4204,50822,1
4204,4232,1
4204,4233,1
4204,4245,1
4204,4246,1
4204,4251,1
4204,7838,1
4204,4257,1
4204,677,1
4204,4273,1
4204,4284,1
4204,4287,1
4204,44744,1
4204,4296,1
4204,4311,1
4204,738,1
4204,9965,1
4204,758,1
4204,5934,1
4204,4423,1
4204,4427,1
4204,43864,1
4204,56686,1
4204,900,1
4204,951,1
4204,963,1
4204,9158,1
4204,981,1
4204,66026,1
4211,528,1
4211,4630,1
4211,8218,1
4211,539,1
4211,46108,1
4211,52254,1
4211,6268,1
4211,638,1
4211,4228,1
4211,50822,1
4211,4232,1
4211,4233,1
4211,4245,1
4211,4246,1
4211,4251,1
4211,7838,1
4211,4257,1
4211,677,1
4211,4273,1
4211,4284,1
4211,4287,1
4211,44744,1
4211,4296,1
4211,4311,1
4211,738,1
4211,9965,1
4211,758,1
4211,5934,1
4211,4423,1
4211,4427,1
4211,43864,1
4211,56686,1
4211,900,1
4211,951,1
4211,963,1
4211,9158,1
4211,981,1
4211,66026,1
6268,8218,1
6268,638,1
6268,7838,1
6268,677,1
6268,738,1
6268,9965,1
6268,758,1
6268,900,1
6268,951,1
6268,963,1
6268,9158,1
6268,981,1
6268,66026,1
39037,528,1
39037,4630,1
39037,8218,1
39037,539,1
39037,46108,1
39037,52254,1
39037,4133,1
39037,4136,1
39037,4137,1
39037,4145,1
39037,4148,1
39037,4155,1
39037,4156,1
39037,4160,1
39037,4163,1
39037,4169,1
39037,4170,1
39037,4172,1
39037,4181,1
39037,4184,1
39037,4204,1
39037,4211,1
39037,6268,1
39037,638,1
39037,4228,1
39037,50822,1
39037,4232,1
39037,4233,1
39037,4245,1
39037,4246,1
39037,4251,1
39037,7838,1
39037,4257,1
39037,677,1
39037,4273,1
39037,4284,1
39037,4287,1
39037,41154,1
39037,44744,1
39037,4296,1
39037,4311,1
39037,738,1
39037,9965,1
39037,758,1
39037,5934,1
39037,4423,1
39037,4427,1
39037,43864,1
39037,56686,1
39037,900,1
39037,951,1
39037,963,1
39037,9158,1
39037,981,1
39037,66026,1
638,8218,1
638,7838,1
638,677,1
638,738,1
638,9965,1
638,758,1
638,900,1
638,951,1
638,963,1
638,9158,1
638,981,1
638,66026,1
1667,28175,1
1667,528,1
1667,4630,1
1667,8218,1
1667,539,1
1667,46108,1
1667,52254,1
1667,4133,1
1667,4136,1
1667,4137,1
1667,2090,1
1667,4145,1
1667,4148,1
1667,4155,1
1667,4156,1
1667,4160,1
1667,4163,1
1667,4169,1
1667,4170,1
1667,4172,1
1667,3149,1
1667,32846,1
1667,31313,1
1667,4181,1
1667,4184,1
1667,3161,1
1667,3174,1
1667,4204,1
1667,4211,1
1667,6268,1
1667,39037,1
1667,638,1
1667,4228,1
1667,50822,1
1667,4232,1
1667,4233,1
1667,1678,1
1667,4245,1
1667,4246,1
1667,1690,1
1667,4251,1
1667,7838,1
1667,4257,1
1667,677,1
1667,29863,1
1667,177,1
1667,4273,1
1667,4284,1
1667,188,1
1667,4287,1
1667,41154,1
1667,44744,1
1667,4296,1
1667,2253,1
1667,2257,1
1667,1749,1
1667,4311,1
1667,738,1
1667,29415,1
1667,9965,1
1667,1777,1
1667,758,1
1667,3846,1
1667,3855,1
1667,1809,1
1667,2836,1
1667,2335,1
1667,29986,1
1667,5934,1
1667,4423,1
1667,35145,1
1667,4427,1
1667,2389,1
1667,43864,1
1667,345,1
1667,34652,1
1667,56686,1
1667,900,1
1667,37783,1
1667,18844,1
1667,34210,1
1667,951,1
1667,963,1
1667,3012,1
1667,9158,1
1667,981,1
1667,66026,1
4228,528,1
4228,4630,1
4228,8218,1
4228,539,1
4228,46108,1
4228,52254,1
4228,6268,1
4228,638,1
4228,50822,1
4228,4232,1
4228,4233,1
4228,4245,1
4228,4246,1
4228,4251,1
4228,7838,1
4228,4257,1
4228,677,1
4228,4273,1
4228,4284,1
4228,4287,1
4228,44744,1
4228,4296,1
4228,4311,1
4228,738,2
4228,9965,1
4228,758,1
4228,5934,1
4228,4423,1
4228,4427,1
4228,43864,1
4228,56686,1
4228,900,1
4228,951,1
4228,963,1
4228,9158,1
4228,981,1
4228,66026,1
50822,528,1
50822,8218,1
50822,539,1
50822,52254,1
50822,6268,1
50822,638,1
50822,7838,1
50822,677,1
50822,738,1
50822,9965,1
50822,758,1
50822,5934,1
50822,56686,1
50822,900,1
50822,951,1
50822,963,1
50822,9158,1
50822,981,1
50822,66026,1
4232,528,1
4232,4630,1
4232,8218,1
4232,539,1
4232,46108,1
4232,52254,1
4232,6268,1
4232,638,1
4232,50822,1
4232,4233,1
4232,4245,1
4232,4246,1
4232,4251,1
4232,7838,1
4232,4257,1
4232,677,1
4232,4273,1
4232,4284,1
4232,4287,1
4232,44744,1
4232,4296,1
4232,4311,1
4232,738,1
4232,9965,1
4232,758,1
4232,5934,1
4232,4423,1
4232,4427,1
4232,43864,1
4232,56686,1
4232,900,1
4232,951,1
4232,963,1
4232,9158,1
4232,981,1
4232,66026,1
4233,528,1
4233,4630,1
4233,8218,1
4233,539,1
4233,46108,1
4233,52254,1
4233,6268,1
4233,638,1
4233,50822,1
4233,4245,1
4233,4246,1
4233,4251,1
4233,7838,1
4233,4257,1
4233,677,1
4233,4273,1
4233,4284,1
4233,4287,1
4233,44744,1
4233,4296,1
4233,4311,1
4233,738,1
4233,9965,1
4233,758,1
4233,5934,1
4233,4423,1
4233,4427,1
4233,43864,1
4233,56686,1
4233,900,1
4233,951,1
4233,963,1
4233,9158,1
4233,981,1
4233,66026,1
1678,28175,1
1678,528,1
1678,4630,1
1678,8218,1
1678,539,1
1678,46108,1
1678,52254,1
1678,4133,1
1678,4136,1
1678,4137,1
1678,2090,1
1678,4145,1
1678,4148,1
1678,4155,1
1678,4156,1
1678,4160,1
1678,4163,1
1678,4169,1
1678,4170,1
1678,4172,1
1678,3149,1
1678,32846,1
1678,31313,1
1678,4181,1
1678,4184,1
1678,3161,1
1678,3174,1
1678,4204,1
1678,4211,1
1678,6268,1
1678,39037,1
1678,638,1
1678,4228,1
1678,50822,1
1678,4232,1
1678,4233,1
1678,4245,1
1678,4246,1
1678,1690,1
1678,4251,1
1678,7838,1
1678,4257,1
1678,677,1
1678,29863,1
1678,177,1
1678,4273,1
1678,4284,1
1678,188,1
1678,4287,1
1678,41154,1
1678,44744,1
1678,4296,1
1678,2253,1
1678,2257,1
1678,1749,1
1678,4311,1
1678,738,1
1678,29415,1
1678,9965,1
1678,1777,1
